"x";"y"
5.37095844714667;1.33491258537547
3.43530182860391;-0.869271763875442
4.36312841133734;0.0554869546651026
4.63286260496104;0.0490669131919192
4.404268323141;-0.578355728360897
3.89387548390852;-0.998738655996004
5.51152199743894;-0.00243278000660164
3.9053409615869;0.655511882812969
6.01842371387704;1.47684227897655
3.93728590094758;-1.90915278827921
5.30486965422349;-0.702439473312409
6.28664539270111;-0.311430218011919
2.61113929888766;-1.66315703066738
3.72121123318263;-0.75053344179229
3.86667866360634;-0.777351759181508
4.63595039807007;-0.722569699859602
3.71574707858393;-2.18883459914707
1.34354457909522;0.213418550286554
1.55953307142448;-0.631922936254832
5.32011334573019;1.52049119383216
3.69336140592153;0.795955949415082
2.21869156602;-1.4535295651328
3.82808264424038;0.0983954210058388
5.2146746991726;-0.593770984233154
5.89519346126496;0.888281168634515
3.5695308683938;0.0530704154986665
3.74273061723107;-0.557023625844656
2.23683691480522;0.43839703617272
4.46009735483127;0.152608158642419
3.36000512403988;-0.164617581749564
4.45545012324122;2.01989062147597
4.70483733722882;-0.529385886317261
5.03510352196992;-0.470786972984042
3.39107362459279;-1.54593692401752
4.50495512329797;-0.0405267232951771
2.28299132092666;0.890356305470676
3.2155409916205;-2.07138785092921
3.14909240582348;-0.250065120073019
1.58579235005337;-1.18165042665332
4.03612260689226;1.44193726501691
4.20599860020025;1.35789553887886
3.63894270145133;0.33450284734065
4.75816323569952;1.42933808040023
3.27329517292342;-0.867317850878684
2.63171895558071;0.950651724971886
4.43281802588872;-0.585011508633235
3.18860682381333;0.320957522525629
5.44410126172125;-0.299396016664908
3.56855379738665;-0.278543083293069
4.65564788340221;0.546115158329532
4.32192526520395;-1.30382115364487
3.21616105911962;-0.25091446504246
5.57572751979198;0.17100737371791
4.64289930571732;-0.403467478747509
4.08976064659961;0.104659440835727
4.27655074729146;-0.318880786734009
4.67928881605527;1.61834393588343
4.08983288657908;0.714188601488617
1.00690991684707;2.96586536983324
4.28488295353066;-0.795077604559211
3.63276535725902;0.814365914679913
4.18523056486561;2.09803081013037
4.58182372736551;0.30098005515257
5.39973682729268;-1.08307514183923
3.27270794052553;-1.00632250180328
5.30254263204414;-0.035414564917612
4.33584811975207;1.30912436085341
5.03850609869762;0.750400486646719
4.92072856829065;-2.13836832761242
4.72087816286686;-0.700354108866634
2.95688106143214;-0.00905647529298544
3.90981361338929;-1.45813348724477
4.62351816199954;0.694529646494869
3.04647664222766;-2.46133547518649
3.45717118542614;0.143289764040456
4.58099649768168;-0.391222119127056
4.76817873783459;-0.491164085614075
4.46376758854017;-0.283647452452051
3.11422370259032;0.314794804707843
2.90021910135214;0.396326577938989
5.51270700980493;-0.22560371103596
4.25792143753203;-1.92495043034056
4.08844022915959;-1.43922929832198
3.87910346246091;-1.4696577739724
2.80567110483947;0.761863446891932
4.61199689804039;-0.24361498187128
3.78286015425348;0.269676607418008
3.81724329366808;-1.55892752095582
4.93334632857116;-0.535588006696314
4.82177311050825;0.562451973173495
5.39211637593427;-0.178326123419918
3.52382607694533;-0.115135986202651
4.65034856072631;-0.0720614721063666
5.39111045639;1.2109098069263
2.8892111205521;-0.614896900799703
3.13920741312216;0.676126458314701
2.86826131914623;0.898599605537552
2.5407860004976;-1.18931790352102
4.07998255324116;0.121258849819009
4.65320433964919;-0.0112216861304115
-2.79903462440151;1.02914071931376
-2.95524891283227;0.914774867719613
-5.00320864683985;-0.00245626667956324
-2.15151809832725;0.136009552413727
-4.66677340875782;-0.720153544943125
-3.89448618754393;-0.198124330051216
-4.42225588186886;-1.02920880604827
-4.12235017195497;-0.966955895852616
-3.8118069654985;-1.22081308891909
-3.88083904200299;0.836207703944837
-4.0250925508674;1.1149717984954
-3.89192727205797;-0.412944852927091
-4.48543523584667;-1.12897739800683
-4.5042171306879;-0.0879313317770513
-5.66109907991481;2.24190369331262
-4.38233372687382;2.04131317075049
-4.5126502578778;-1.71980033672145
-1.2981089996552;-0.356906656122387
-5.36211623118972;1.53328049216229
-3.86274378144139;-0.0382440966102368
-5.49362506731629;1.59741324232643
-5.4704357414368;-0.333585393309883
-3.87529761380299;0.604985923915378
-4.99663913488404;0.224241239250251
-4.00182261430471;3.22906949548006
-4.42825888142582;0.92045256677252
-4.6136716064495;-1.20653906921592
-6.02467784541911;-0.603881169163268
-5.22474795035999;0.370235284622062
-3.82048355888206;-1.90100064667961
-3.43237940557646;-1.80440994496324
-4.49287735355347;-1.12182260635522
-3.99993711593465;-0.34792960655914
-2.87711035662003;1.23890214863198
-2.56014425702381;-0.274197564852279
-5.09711376840582;0.162380715558193
-4.11731956025018;-0.0646069097530627
-2.7985015990803;-0.705237097025142
-4.4697295805663;1.36219726875099
-4.052469484939;-1.09651318808332
-4.08610729823709;-0.228433518546891
-4.88767901790643;-0.347828080610269
-4.44468400488474;0.532128619506733
-4.02944487908824;1.60723456226119
-4.41386884905792;0.513814526116594
-2.8866139766318;1.38237316057303
-4.48099284165398;0.763097048549903
-4.43316903260073;-0.624584544634111
-3.3031374234479;0.0815438004289869
-5.05636841317091;1.37607911136477
-4.04069847515122;-1.56126578615704
-5.55154482234759;0.324770660594699
-2.83283045076432;-0.156790316952238
-4.27364570137408;0.877783860734352
-4.46784532467225;0.750166575180638
-5.23825232798621;0.30105340384283
-4.00776203377733;1.49281111722931
-4.80028217795166;-1.5254938001697
-4.53349232995044;0.910717558486022
-2.71232475441541;-1.57953202785754
